otel_adi,yorum,yorum_basligi,puan,yorum_tarihi,konum,konaklama_tarihi,seyahat_turu,value_rating,rooms_rating,location_rating,cleanliness_rating,service_rating,musteri_toplam_yorum_sayisi
Green Bay Resort & Spa,"İlk gece bize ayrılan odada kalamadık 2. gece oda değiştirdik. Denizi malesef bulanık deniz gözlüğüyle bile keyif alınmıyor fakat aile için sessiz sakin huzurlu bir ortam, iskele var fakat paralı herşey dahil geldiğim tatilde bu çok saçma geldi ve kötü puan sebebi... Yemekler ve personel iyi, özellikle bar personelleri Emir ve Doğukan bey tatilimizi güzelleştirdi... İskele bardaki gençler Ali özelikle çok ilgili, saygılı... ufak tefek teknik arızalar yaşasak da keyif aldık...Bir daha deniz bulanıklığı sebebi ile gelmeyi düşünmüyorum!..","Bulanık deniz, süper bar personeli....",4,Haz 2024,,Haziran 2024,Aileyle seyahat etti,,,,,,11 katkı
Green Bay Resort & Spa,"22-27 Haziran arası konakladık. Başta Işıl hanım olmak üzere, animasyon ekibinden Taylan bey, Soner bey ve diger arkadaşlara, Sebahattin beye ve diğer tüm personele teşekkür ederiz. Kusursuz bir tatil oldu. Çok memnun kaldık. Olumsuz yorum yapanlara inanmayın. Yenekler, havuzlar, personel manzara, deniz ,konum herşey fevkalade. Olumsuz birşey biz görmedik. Gidecek olan kişilere tavsiye ederim.",Fevkalade / Tam puan,5,Haz 2024,"İstanbul, Türkiye",Haziran 2024,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Mükemmel ve kusursuz bir tatil için doğru adres, Green bay resort & spa, Otel bir aile oteli olmakla beraber , reception’dan girerken bunu anlamanız çok uzun sürmeyecek , Executive Chef GÜNGÖR Bey yönetiminde bulunan açık büfe veya Alakart restoranlarda muhteşem ve çok lezzetli yemekler, birbirinden farklı tatlılar ile biz misafirlere hizmet veren tüm personele sonsuz teşekkürler….. Otelin büyüleyici kumsal’ından ayrılmak istemeyeceğiniz için , gün içinde kullanacacağınız snack bar ve restoranı sizlere yetecektir, kendini zi şımartmak istiyorsanız kesinlikle tavsiye ederiz, Herkes’e iyi tatiller……..",Mükemmel’i sevenler için..,5,Haz 2024,,Haziran 2024,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Haziranın ilk pazartesi günü gittik. Konumu harika bir koyda. Denizi çok güzel. Yemekler ilk gün baya az çeşitliydi. Kahvaltısı güzel. İkinci gün akşam oldukça iyiydi. Tatlı bölümü baya zengin özellikle baklava ağırlıklı. Dondurması da çok güzel. Bira efes, rakı yeni rakı özel seri, şarap da cok güzel. Fakat her yemekte kadeh sıkıntısı var. Rakı bardağı kalmadı diyorlar. Hatta tersliyor bitmiş demekki diye. Ama yemek gün boyu bol mutlaka zevkinize uygun birseyler bulursunuz. Aşçılar ve resepsiyon dışında çalışanlar hiç profesyonel değil. İskeledeki bardaklar 4-5 saat sonra toplanıyor. Havlu sıkıntısı da büyük. Yarım saat havlu kuyruğunda bekledikten sonra alabildik. Ultra herşey dahil ama yemekten sonra tekila istedik bitti dediler. Saat 11 de başlaması gereken gözleme sırasına tam saatinde 1. Sıradan girdiğim halde 45 dk peynirin gelmesi beklendi ve sıcakta 1 saatim de öyle geçti. Kahvaltı çok güzel. Oda temiz,klima harika. İlginç olan oda kapılarının arkasında acil çıkış krokisi yok ki kiraya verdiğimiz evlerde bile mecbur kılındı. Odayı temizleyenler aldıkları havlularin temizini bırakmamışlar tekrardan istedik. Sehpadaki kullanılmış peceteyi de almamışlar. Canlı müzik baya iyi önceden yer kapmanız gerek. Soğuk kahve ve bilinen kokteyller için malzeme eksik. Barmenler bile şikayetçi özellikle bardak konusunda. Ultra herşey dahilde böyle sıkıntılar olmamalı",Güzel bir koy,3,Haz 2024,"İzmir, Türkiye",Haziran 2024,Çift olarak seyahat etti,,,,,,53 katkı
Green Bay Resort & Spa,2024 yılı haziran ayında kurban bayramı tatilini fırsat bilip 2 yetişkin 2 çocuk bursa dan otobüsle ile ailecek gitmiş olduğumuz otele ilk şoku otele girişte yaşadık. Otele giriş saatimiz 14:00 olmasına rağmen saat 10:00 da otele giriş yaptık saat 14:00 kadar lobide bekliyeceğimizi düşünürken bize odamızın hazır olduğunu söyleyip odaya aldılar. Bu inceliklerinden dolayı tatilimizin daha başlangıçtan güzel geçeceğini anlamış olduk. Resepsiyondaki arkadaşlar gayet güler yüzlü ve ilgililer. Bize odaya kadar valizlerimizi taşıyarak eşlik ettiler. Odamız gayet temiz ve düzenliydi. Kliması çalışıyordu. Mini buzdolabında içecekler vardı. Kaldıgımız gün süresince dolabı hep doldurdular. Oda temizliği her gün yapıldı. Havluymuş çarşafmış bir sıkıntı yaşamadık. Bu arada bizim aracımız olmadığı için bayram günü bayram namazına gitmek için servis ayarlaya bilmeleri konusunda ricada bulundum ve bu ricamı geri çevirmediklerinden dolayı ayrıca teşekkür ediyorum. Yemek konusuna gelecek olursak hiç bir şekilde aç kalmazsınız. Kurban bayramı olması nedeni ile aşçı şefine yemekte kavurma beklentim vardı dedim sağolsun hemen isterseniz yaptırabilirim dedi. Tabi ben o esnada kuzu tandırı mideye indiriyodum :)) Çalışan personel her ihtiyaca cevap vermeye çalışıyor. Otel konum olarak güzel bir yerde kendinizi doğa ile iç içe hissedebilceginiz sakin geniş ferah bir yerde. Animasyondaki arkadaşlar sizi eğlendirmek için elinden geleni yapıyor. Çocukların asla sıkılmayacagı keyif alacagı bir aqua parkı var.Aqua parkın havuz derinliği 110 cm. Kısaca ödemiş olduğum parayı son kuruşuna kadar hak eden bir otel oldu. Otelden çıkış saati 12:00 olmasına rağmen yönetimden rica da bulundum ve 12:00 da odayı boşaltıp akşam saat 18:00 kadar otel imkanlarından faydalana bileceğimiz söylendi ve bizde valizleri lobiye bırakıp 18:00 kadar tatilimizi uzatmış olduk. Tekrardan tüm yönetim ve personeline ailemle birlikte bize güzel keyifli ve huzurlu bir tatil geçirmemizi sağladığı için çok teşekkür ediyorum. Bundan sonraki tatil planlarımda ilk sırada yer vereceğim bir otel olacak..,Huzurlu güvenli ve keyifli bir tatilin adresi...,5,Haz 2024,,Haziran 2024,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,İşletme olarak çok içten karşılandık bir aile oteli edasında tatilimizi geçirdik. Çok mutlu olduk. Tekrardan gelmeyi düşünür müyüz? Kesinlikle evet. Sadece yemek konusunda pasta tarzı tatlılar yeterince iyi değildi fakat gene de her şey üst seviyedeydi.,Harika,5,Haz 2024,,Haziran 2024,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Bir çok otele gittim ancak buranın manzarası, otelin konumu , personellerin ilgisi hersey mükemmel diyecek kadar güzel. Çok ama çok küçük eksiklikleri var ancak . Fiyat performans kesinlikle üst düzeyde. Herkese hitap edecek bir otel. Tatilbudur personelinin ilgisi ayrıca takdire şayan. Herkesin emeğine sağlık",Greenbay resort + tatilbudur farkı,5,Haz 2024,,Haziran 2024,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Her sene farklı otellere giderek deneyimleyen birisi olarak söylemek istiyorum otel beklentilerimin çok üstündeydi özellikle personel güler yüzlü ve alakalııydı benim için çok önemli bu konu yemekleri inanılmaz lezzetliydi kullandıkları ürünler ve malzemeler çok kaliteliydi tek olumlu bulmadigim yer gece eğlendirme anlamında çok zayıflar her akşam dans grubu ya da farklı bir aktivite yapılabilir ama onun yerine karaoke ya da tombala gibi aktiviteler yapıldı burası biraz kısa kaldı bence.Ayrıca tatil.com personellerinden Furkan bey ve çok ilgili ve alakalııydı kendisine de özellikle teşekkür etmek istiyorum.,"Yemek, Personel Güleryüz ve alaka, Otelin konumu",5,Haz 2024,,Haziran 2024,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Girişte karşılama güzeldi, saatinde odamıza alındık. Odamız her gün temizleniyordu restauranttaki çalışanlar çok saygılı güleryüzlüydü. Animasyon showları güzeldi. Özellikle Ayça Hanıma ilgisinden ötürü teşekkür ederiz. Barmenler özveriyle çalışıyor bütün taleplerimizi eksiksiz yerine getirdi",Tatil,4,Haz 2024,,Haziran 2024,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Çok güzel bir otel yeşilliği çok fazla denizi dalgasız ve kum..havuzlar yeteri kadar, şezlonglar yeterince var , hiçbir yerde sıra yok, Yemekler çok iyi , herkese göre yemek var , alkolsüz kokteyller çok güzeldi yoğunluktan dolayı aksaklıklar olsa da çalışanlara ayrıca teşekkürler hepsi çok çalışıyor ailece 4 gün kaldık çok memnun ayrılıyoruz tavsiye ederim",Harika,5,Haz 2024,,Haziran 2024,Aileyle seyahat etti,,,,,,2 katkı
Green Bay Resort & Spa,2024 haziran ayında eşimle geldik. Oteli çok ama çok beğendik yemekler aktiveteler vs çok iyi. Çocuklu misafirler içinde bence çok uygun bir otel. Tatil budur ile rezervasyon yaptırmıştık. Bizimle burada tatil budur’dan Furkan bey ilgilendi. İlgisi ve samimiyetini çok beğendik.,Harikaa,5,Haz 2024,,Haziran 2024,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,İki yıldır tatil budur dan Aldığımız tatil memnuniyeti katlanarak artıyor bu yıl ki tatil budurun önerisi ile aldığımız tatilden ve Furkan beyin oteldeki ilgisinden son derece memnun kaldık itina ile öneririm önünüzdeki yılda kesinlikle tatil budurun önerisi ile tatil alıcam bundan sonraki tüm tatillerim tatil budur 🥰,Memnuniyet,5,Haz 2024,"İzmir, Türkiye",Haziran 2024,Aileyle seyahat etti,,,,,,8 katkı
Green Bay Resort & Spa,Burayı iyiki tercih etmişim hem konum hem kalite hem güler yüz hepsi bir arada otel girişimizden otelde geçirdiğimiz süre boyunca tatilburdur personelinede ayrıca teşekkür etmek isterim ilgisinde dolayı gelmek isteyen herkese tavsiye ederim,Çok keyifli bir tatil,4,Haz 2024,,Haziran 2024,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Öncelikle animasyon ekibine çok teşekkür ederim özelliklede Taylan kardesimize ilgi alak kontak faslasiyla iyiydi emeklerine sağlık herkese tavsiye ediyorum lütfen gidip animasyon ekibine bakın tanışın ve geceleri Clup etkinlikleri var kesin gidin özel koruma gibi yanınızdan aytilmiyorlar fazlasiyla güven veriyorlar iyi tatiller,Animasyon,4,Haz 2024,,Haziran 2024,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Otel olarak çok begendik eglendik aninasyin ekibi çok fazla iyiydi özellikle Taylan beye çok teşekkür ederim seneye tekrar bu otele geleceğim animasyon ekibiyle eğlenmek mükemmel birşey lütfen yanlarina gidip herşeyi öğrenin iyi tatiller,Animasyon ekibi,4,Haz 2024,,Haziran 2024,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Ailemle birlikte kusursuz diyebileceğim 5 gün geçirdik. Rahatımız için herşey düşünülmüş. Hijyen, lezzetli ve çeşitli yemekler, farklı havuz seçenekleri tertemiz deniz doğa harikası bir koy da bulunan greenbay otel kesinlikle tekrardan gelinecek yerlerden. Tüm otel personeline ve tatilbudur temsilcileri Furkan bey ile Edem bey e herşey için teşekkürler...",Doğal güzellikler ile bütünleşmiş greenbay,5,Haz 2024,,Haziran 2024,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Animasyon oldukca iyi ozellile güleryüzlü personel ege kardeşim cok iyi bu konuda yemekler iyi personel elinden gelenin en iyisini yapiyor sorunlar var lakin duzelir ala carte restoran muduru cok iyi yemekleri harika genel olarak güzeldi,Güzel bir deneyim,5,Haz 2024,"İnegöl, Türkiye",Haziran 2024,Çift olarak seyahat etti,,,,,,24 katkı
Green Bay Resort & Spa,"Otelin konumu harikaydı, özel bir koyda sahilin bir kısmı kum, bir kısmı taşlıktı. Su sporları olmadığı sürece deniz çok temizdi. havuzlar süperdi. Tarih sebebiyle sanırım sakin bir döneme denk geldik, kalabalık sorunları yaşamadık. Yemekler çok çeşitli ve lezzetliydi, özellikle pastane grubu çok çok iyiydi. Her gün beyaz et kırmızı et ve balık mutlaka vardı. Akşamları sadece mini cluba katılabildik, animasyon ekibi yeni ve oldukça başarılıydı. Odamız hergün temizlendi. Personel az olmasına rağmen güler yüzlü ve çok ilgililerdi. Şule, Güldeniz, Figen, Gamze, Şafak, Pelin, resepsiyondaki güzel kız ve adını hatırlayamadığımız bütün çalışanların emeklerine sağlık…",Tekrar gitmek isteyeceğimiz bir tatildi.,5,Haz 2024,"Ankara, Türkiye",Mayıs 2024,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Otel konumu cok ıyı cok keyıf aldık ozellikle animasyon cok basarılı cok eglendık mını klup cocuklarla cok ilgili yemekler lezız ıckıler kaliteli burada olmaktan cok keyif aldık herkese tavsiye ediyorummını klup cocuklarla cok ilgili yemekler lezız ıckıler kaliteli burada olmaktan cok keyif aldık herkese tavsiye ediyorum,Huzurlu,5,Haz 2024,,Haziran 2024,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Otelin konumu ve doğası çok güzel. Bazı eksikler tabi ki var ama, genel olarak memnun kaldık. Özellikle animasyon takımı çok cana yakın ve başarılıydı ❤️👋. Animasyon takımından Taylan bey ve Ege beye çok çok teşekkür ederiz. Herkese iyi tatiller .",02.06/07.06,4,Haz 2024,"İstanbul, Türkiye",Haziran 2024,Aileyle seyahat etti,,,,,,2 katkı
Green Bay Resort & Spa,Otelin konumu cok güzel doğası muhteşem…..harika yemekleri güzel…..animasyon gösterileri etkinlikleri çok güzel animatörlerin ilgi alakası cok iyi mini clup cocuklara ilgi ve alaka superdi her sey ıcım cok tesekkur ederım kesinlikle oteli tavsiye edıyorum,Harika,5,Haz 2024,,Haziran 2024,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli Burak Bey, Zamanınızı ayırıp otelimizle ilgili yorum yazdığınız için teşekkür ederiz! Bu tür eleştiriler sayesinde hizmet kalitemizi yükseltebiliyoruz. Misafirlerimize en iyi konaklama hizmetini sunmak isterken görülüyor ki bu sefer başarılı olamadık. Güveninizi tekrar kazanabilmek için bize bir şans verirseniz, diğer misafirlerimizin vazgeçemediği muhteşem konaklama deneyimlerini size de yaşatabilmek için elimizden geleni yapacağımızı garanti ederiz. Saygılarımızla,",Beklediğim gibi değil,1,Haz 2024,,Haziran 2024,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Çok güzel bir otel , yemekler çok lezzetli , çok temiz çalışanlar güler yüzlü özellikle animasyon ekibi muhteşem çok memnun kaldık tekrar gelmek istiyoruz çocuğunuz ve aileniz ile gelebileceğiniz güzel bir yer denizi gayet temiz kısacası bir çok sevdik ☺️",Mükemmel,5,May 2024,,Mayıs 2024,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Animasyon ekibi ve Taylan kardeşime sonsuz teşekkürlerimi sunarım . Animasyon ekibi olarak bize bu tatili eğlenceli hale getirdikleri için teşekkür ederiz . Çok düşünerek gelmiştik ama iyi ki gelmişiz . Kafa dinlenilecek bir yer . Eğlenmek isteyen Taylan beyi bulabilir :),Yunus Çiçek,5,May 2024,,Mayıs 2024,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Otele bugün giriş yaptık çok sıcak bir ortam odamızı beğenmedik ama sağolsunlar hızlıca destek oldular aile için oldukça uygun şimdiden oğlumuz çok iyi vakit geçirdi.Tek olumsuz nokta denize iki adım atınca derinleşiyor çocukları tek başına bırakmamak lazım.,Teşekkürler,5,May 2024,,Mayıs 2024,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Konumu ve sahili gerçekten mükemmel. Odaları temiz ve güzeldi.Yemekleri lezzetliydi açık büfesi zengindi. servis personeli çok ilgiliydi. Ercan bey ve Ozan beye ilgilerinden dolayı çok teşekkür ederiz.. gelip kalınacak güzel bir otel.,Harika bir otel,5,May 2024,Türkiye,Mayıs 2024,Arkadaşlarla seyahat etti,,,,,,3 katkı
Green Bay Resort & Spa,Otelde 17-19 mayıs tarıhleri arasında konakladık. Otel tam anlamıyla fiyat performans üzerinde bir otel. Yiyecek içecek kalitesi ödediğiniz fiyatın üzerinde. Odalar temiz. Personel güler yüzlü ve çok ilgili.içecekler premium seviyesinde denizi güzel tekrar gelinebilecek bir otel.,Tekrar geleceğiz.,5,May 2024,,Mayıs 2024,Aileyle seyahat etti,,,,,,8 katkı
Green Bay Resort & Spa,"16 mayıs 3 gece konaklama, 2 aile geldik. Tesis gayet güzel, öncelikle ender bulunur bir konumda. Deniz bir gölü andırıyor. Yemyeşil tepeler yansıyor suya. Temizlik, yemekler içkiler iyi. Personel çok iyi. Resepsiyonda Bayram beyin kaliteli tavırları ile başluyor bu izlenim. Restoronda Şule hanım bizleri çok memnun ettti. Mesaisinin her dakikaaında saygı ve güleryüz hiç eksik olmuyor. Barda Murat bey de saat 10:00 da nasıl çabalayıp didiniyorsa 17:00 de aynı şekilde hızlı ve kibar. Dinkenmiş ve huzurla ayrılıyoruz. (Not: Sirk vardı tiyatroda, göstericilerin ipi sahne tavanından bir parçayı düşürdü, ayna gibi bir camdı. Görevli yoktu sanırım o an, göstericiler bakındılar ama o cam kırıklarının içinde devam etmek zorunda kaldılar, kendim bir faraş ve süpürge bulup verdim sahnenin yanından)",Güzel manzara,4,May 2024,"İzmir İli, Türkiye",Mayıs 2024,Aileyle seyahat etti,,,,,,17 katkı
Green Bay Resort & Spa,Otel çok güzel bir koya yayılmış en önemlisi personel müthiş Deniz Murat Ozan Aydan ve mükemmel şefimiz Okan Usta gerek servis gerekse yemekleri ile tüm personeli çok sevdik tertemiz bir otel şiddetle tavsiye ederiz çok keyifli bir tatil geçirdik teşekkürler…,Keyifle geçen tatilimiz,5,May 2024,,Mayıs 2024,Arkadaşlarla seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Otel bu yıl Crystal zincirinden ayrılmış bu nedenle tereddüt ederek tercih ettik açıkçası. Zaman problemimiz olduğu için tek gece konakladık, otele girişimiz pek hoş olmadı, resepsiyon gündüz ekibi işlerinde epey acemiydi. 4 yetişkin bir bebek iki oda olarak tatilbudur’dan rezervasyon yaptırdık oda kombinasyonu acenteden hazır gönderildiği halde oda düzenlenmesinin nasıl olduğunu anlamaları uzun sürdü. Odalar hazır olduğunda anahtarları verdiler ve biz söyleyene kadar kimse odaya eşlik etmek konusunda bir girişimde bulunmadı. Asansörün bozuk olduğunu, bebek arabasını üst kata kendimiz çıkarmamız gerektiği söylendi, bellboy yok mu diye sorduğumuzda tek bir kişi olduğunu onun da hasta olduğu için çalışmadığını söylediler ne yazık ki resepsiyon personeli kriz çözümü konusunda başarısızdı… ayrıca koridorun sonundaki asansörün çalıştığını da bir kaç saat sonra otelin fotoğrafçılarından öğrendik. Resepsiyon personelinin biliyor olması gereken bilgiyi alakasız birinden almak sinirlerimi bozmadı değil… bu problem haricinde her şey güzeldi, tek tek isim vermem ismini unuttuklarıma haksızlık olur, lobi bar, restoran, snack bar, 4.8 bar tüm çalışanlara teşekkür ederiz. İşini bu kadar özveriyle yapan, misafir memnuniyeti için bu kadar çabalayan bir ekip görmedim. Sadece otel personeli için bile tercih edilebilir bir otel. Alkol kalitesi ve kokteyller çok iyiydi. Otelin doğası muazzam özel bir koyda yer alıyor. Deniz hemen derinleşiyor ama temiz ve sakin. Kompakt bir tesis, özellikle çocuklu aileler için her alana ulaşım kolay. Oda hijyenine biraz daha özen gösterilebilir. Bir de yastıklar çok rahatsızdı. Yaklaşık on yıldır turizm sektöründe çalışan biri olarak otelden bağımsız Tatilbudur için şunu söylemeden geçemeyeceğim, otelde aquaparklı havuz tadilattaymış ancak bu bilgi sorduğum halde acente görevlisi tarafından verilmedi. Bir acente otelin rezervasyon ofisi olarak hizmet veriyorsa o acente personelinin otel personelinden bile daha fazla bilgiye sahip olması gerekir o otel hakkında.",Fiyat performans,4,May 2024,,Mayıs 2024,Aileyle seyahat etti,,,,,,34 katkı
